Test_Eligibility,Users_Visit_Site,Users_Visit_Homepage,Delivery_Eligible,Users_View_Banner,Users_Click_Banner,Users_redeemed,account_tenure,platform,age,income,Converted,Orders,Delivery_Orders,Non_Click_View
Test,1,1,1,0,1,0,12,App,68,75000,0,0,0,0
Test,1,1,0,0,0,0,120,Web,63,75000,0,0,0,0
Test,1,1,1,1,0,0,39,Web,64,50000,0,0,0,1
Test,0,0,0,0,0,0,89,App,68,50000,0,0,0,0
Control,1,1,0,0,0,0,50,Web,24,50000,0,0,0,0
Test,1,1,0,0,0,0,179,Web,68,75000,0,0,0,0
Control,1,1,1,0,0,0,63,Web,41,75000,0,0,0,0
Test,1,1,1,1,0,0,122,App,61,25000,0,0,0,1
Test,1,1,0,0,0,0,50,App,63,100000,0,2,2,0
Control,1,1,1,0,0,0,11,Web,43,50000,0,0,0,0
Control,1,1,1,0,0,0,69,Web,29,25000,0,0,0,0
Control,0,0,0,0,0,0,144,App,49,50000,1,0,0,0
Test,1,1,0,0,1,0,92,Web,57,50000,0,0,0,0
Test,1,1,0,0,1,0,35,Web,25,75000,0,0,0,0
Control,1,1,1,0,0,0,152,Web,25,75000,0,0,0,0
Test,1,1,0,0,1,0,35,Web,32,100000,0,0,0,0
Control,1,1,1,0,0,0,48,Web,52,50000,1,0,0,0
Control,1,1,0,0,0,0,172,App,55,75000,0,2,2,0
Control,1,1,0,0,0,0,30,Web,61,125000,0,4,4,0
Control,1,1,1,0,0,0,63,App,36,50000,0,0,0,0
Test,1,1,1,1,0,0,76,App,25,25000,0,0,0,1
Test,1,0,0,0,0,0,167,Web,66,100000,0,0,0,0
Control,1,1,0,0,0,0,76,Web,54,50000,0,0,0,0
Control,1,1,0,0,0,0,134,Web,33,25000,0,0,0,0
Test,0,0,0,0,0,0,137,Web,70,75000,0,0,0,0
Test,0,0,0,0,1,0,13,App,23,125000,0,0,0,0
Test,1,1,1,1,0,0,22,Web,65,75000,0,0,0,1
Control,1,1,1,0,0,0,49,Web,41,50000,0,0,0,0
Test,0,0,0,0,0,0,88,App,69,50000,0,0,0,0
Control,0,0,0,0,0,0,75,Web,53,50000,0,4,6,0
Control,1,1,1,0,0,0,103,App,68,100000,0,0,0,0
Control,1,1,1,0,0,0,38,App,60,75000,0,0,0,0
Control,1,1,1,0,0,0,148,Web,59,75000,1,0,0,0
Test,0,0,0,0,0,0,3,App,55,50000,0,0,0,0
Test,1,1,1,1,0,1,77,App,27,75000,0,0,0,1
Control,1,1,1,0,0,0,77,Web,23,50000,1,0,0,0
Control,1,1,1,0,0,0,107,Web,60,75000,0,0,0,0
Test,1,1,0,0,1,0,121,App,19,25000,0,5,2,0
Control,1,1,1,0,0,0,92,App,59,50000,0,5,3,0
Test,1,1,1,1,0,0,112,App,61,75000,0,0,0,1
Test,0,0,0,0,0,0,159,App,45,75000,0,0,0,0
Control,1,1,1,0,0,0,58,Web,50,50000,0,0,0,0
Control,1,1,1,0,0,0,76,Web,54,75000,0,0,0,0
Test,1,0,0,0,0,0,145,Web,21,75000,0,4,1,0
Test,1,1,1,1,0,1,16,Web,21,25000,0,0,0,1
Test,0,0,0,0,1,0,76,App,45,50000,0,0,0,0
Control,1,1,1,0,0,0,33,App,50,50000,0,0,0,0
Control,1,1,0,0,0,0,175,Web,63,75000,0,0,0,0
Test,0,0,0,0,0,0,72,Web,24,75000,0,0,0,0
Control,0,0,0,0,0,0,158,App,28,50000,0,0,0,0
Test,0,0,0,0,0,0,119,Web,19,75000,0,0,0,0
Control,1,1,1,0,0,0,38,Web,28,50000,0,0,0,0
Control,0,0,0,0,0,0,138,Web,37,50000,0,0,0,0
Control,0,0,0,0,0,0,17,App,58,100000,0,0,0,0
Control,1,1,1,0,0,0,99,App,69,50000,0,0,0,0
Control,1,0,0,0,0,0,10,Web,46,25000,0,0,0,0
Test,0,0,0,0,0,0,70,App,45,25000,0,0,0,0
Control,1,1,1,0,0,0,45,App,41,25000,0,0,0,0
Test,1,0,0,0,0,0,29,App,31,50000,0,0,0,0
Control,1,1,1,0,0,0,115,Web,41,100000,0,0,0,0
Control,0,0,0,0,0,0,63,App,55,25000,0,0,0,0
Control,1,1,1,0,0,0,48,Web,39,125000,0,0,0,0
Test,1,1,0,0,0,0,68,App,67,50000,0,0,0,0
Control,1,1,0,0,0,0,98,App,25,75000,0,0,0,0
Control,1,1,0,0,0,0,73,App,43,100000,0,0,0,0
Test,0,0,0,0,0,0,80,App,70,75000,0,0,0,0
Control,1,1,1,0,0,0,177,App,49,25000,0,0,0,0
Test,1,1,1,1,1,0,2,App,29,50000,0,0,0,0
Test,0,0,0,0,0,0,67,Web,64,25000,0,7,6,0
Control,0,0,0,0,0,0,1,Web,41,100000,0,8,3,0
Test,1,0,0,0,0,0,15,App,55,100000,0,0,0,0
Control,1,0,0,0,0,0,64,Web,50,75000,0,0,0,0
Control,1,1,0,0,0,0,8,Web,49,75000,0,0,0,0
Test,1,0,0,0,0,0,48,Web,45,25000,0,0,0,0
Control,0,0,0,0,0,0,117,App,33,25000,0,0,0,0
Test,1,1,1,1,0,0,132,Web,53,25000,0,0,0,1
Test,1,1,1,0,0,0,94,App,64,125000,1,0,0,0
Control,1,0,0,0,0,0,149,Web,57,100000,1,0,0,0
Control,1,1,1,0,0,0,151,App,64,50000,0,0,0,0
Test,0,0,0,0,0,0,176,Web,46,50000,0,0,0,0
Test,1,1,1,1,0,0,94,Web,33,75000,0,0,0,1
Test,1,1,0,0,0,0,113,Web,38,50000,0,0,0,0
Control,1,1,1,0,0,0,56,App,44,25000,0,0,0,0
Test,1,1,0,0,0,0,143,App,26,75000,0,7,0,0
Test,1,1,1,1,0,0,101,App,61,75000,0,0,0,1
Control,1,1,0,0,0,0,132,Web,62,100000,0,8,0,0
Test,1,1,1,0,1,0,20,Web,29,50000,0,0,0,0
Test,1,1,1,1,0,0,141,App,23,50000,1,0,0,1
Test,0,0,0,0,0,0,48,Web,57,50000,0,0,0,0
Control,0,0,0,0,0,0,57,Web,59,75000,0,0,0,0
Test,1,0,0,0,0,0,12,App,44,75000,0,9,4,0
Test,1,1,1,1,0,0,152,Web,61,100000,0,0,0,1
Control,0,0,0,0,0,0,36,Web,23,100000,0,0,0,0
Control,1,1,1,0,0,0,98,App,36,75000,0,0,0,0
Test,0,0,0,0,0,0,145,App,21,75000,0,5,6,0
Control,1,1,1,0,0,0,6,Web,40,25000,0,4,6,0
Test,1,1,1,0,0,0,176,Web,19,50000,0,0,0,0
Control,1,1,1,0,0,0,81,Web,19,25000,0,0,0,0
Test,1,1,1,1,0,0,26,Web,56,75000,0,0,0,1
Test,0,0,0,0,1,0,6,Web,55,75000,0,6,3,0
Control,1,1,0,0,0,0,160,App,20,75000,0,0,0,0
Control,1,1,0,0,0,0,86,Web,31,100000,0,0,0,0
Test,1,1,1,1,0,0,19,App,23,100000,0,0,0,1
Test,1,1,1,1,1,0,89,App,18,100000,0,0,0,0
Control,1,1,1,0,0,0,14,App,43,25000,0,10,0,0
Test,0,0,0,0,0,0,64,App,26,100000,0,0,0,0
Control,1,0,0,0,0,0,43,App,50,125000,0,0,0,0
Test,1,1,1,0,0,0,26,Web,30,25000,0,0,0,0
Control,1,1,1,0,0,0,111,App,42,75000,0,0,0,0
Test,1,1,0,0,0,0,22,App,60,50000,0,0,0,0
Test,1,1,0,0,1,0,48,App,68,50000,0,0,0,0
Control,1,1,1,0,0,0,37,App,23,25000,0,0,0,0
Test,1,1,1,0,0,0,5,Web,25,25000,0,0,0,0
Control,1,1,1,0,0,0,153,App,28,75000,0,0,0,0
Test,1,1,1,0,0,0,61,Web,32,75000,0,0,0,0
Test,1,0,0,0,0,0,101,App,64,100000,0,0,0,0
Control,0,0,0,0,0,0,62,App,55,75000,0,0,0,0
Test,0,0,0,0,0,0,144,Web,64,25000,0,0,0,0
Test,1,1,1,1,1,0,13,App,38,75000,1,0,0,0
Test,1,1,1,0,1,0,4,Web,36,75000,0,0,0,0
Test,1,1,0,0,0,0,29,Web,54,25000,0,0,0,0
Test,1,1,1,1,0,0,143,App,58,25000,1,0,0,1
Test,1,1,1,1,1,1,130,Web,18,125000,1,0,0,0
Test,1,1,1,1,1,1,165,App,29,75000,0,0,0,0
Control,1,0,0,0,0,0,103,Web,70,50000,0,0,0,0
Test,0,0,0,0,0,0,120,App,35,25000,0,0,0,0
Control,1,1,1,0,0,0,46,Web,34,50000,0,0,0,0
Control,1,1,1,0,0,0,119,App,60,100000,0,0,0,0
Test,1,1,0,0,0,0,44,Web,40,75000,0,0,0,0
Test,0,0,0,0,0,0,65,App,33,75000,0,0,0,0
Test,0,0,0,0,1,0,105,Web,28,100000,0,0,0,0
Control,1,1,1,0,0,0,59,App,36,100000,0,0,0,0
Control,1,1,1,0,0,0,107,App,40,25000,0,0,0,0
Control,1,1,0,0,0,0,50,App,67,25000,0,0,0,0
Control,1,1,1,0,0,0,64,App,55,75000,0,0,0,0
Test,1,1,0,0,1,0,120,App,39,50000,0,0,0,0
Control,1,1,1,0,0,0,138,Web,22,75000,0,0,0,0
Test,1,1,1,1,1,0,64,App,50,25000,0,0,0,0
Control,1,1,1,0,0,0,12,App,63,75000,0,0,0,0
Test,1,1,1,1,0,0,0,App,25,75000,0,0,0,1
Test,1,1,1,0,0,0,38,App,34,100000,0,0,0,0
Control,1,1,1,0,0,0,119,App,70,50000,0,2,3,0
Control,0,0,0,0,0,0,162,Web,43,75000,0,0,0,0
Control,1,1,1,0,0,0,172,App,45,75000,1,0,0,0
Test,1,1,0,0,1,0,8,App,65,100000,0,0,0,0
Control,1,1,1,0,0,0,70,App,47,25000,0,0,0,0
Control,1,0,0,0,0,0,171,Web,54,50000,0,0,0,0
Test,0,0,0,0,0,0,86,Web,24,75000,0,0,0,0
Test,1,1,1,1,0,0,158,App,18,25000,0,8,3,1
Control,1,1,1,0,0,0,90,App,52,50000,0,0,0,0
Control,1,1,1,0,0,0,72,Web,69,25000,1,0,0,0
Control,1,1,1,0,0,0,118,App,45,50000,0,0,0,0
Control,1,1,1,0,0,0,6,Web,67,100000,0,0,0,0
Test,1,1,0,0,0,0,68,Web,28,50000,1,0,0,0
Control,1,1,1,0,0,0,32,Web,43,125000,0,0,0,0
Test,1,0,0,0,0,0,48,App,59,75000,0,3,3,0
Test,1,1,1,1,1,0,76,Web,24,100000,0,0,0,0
Test,0,0,0,0,0,0,47,App,37,25000,0,6,4,0
Control,1,1,0,0,0,0,43,Web,56,100000,0,0,0,0
Test,1,1,1,1,0,0,133,App,60,50000,0,0,0,1
Control,1,1,0,0,0,0,87,App,27,125000,0,0,0,0
Control,1,1,0,0,0,0,121,App,31,75000,0,0,0,0
Control,1,1,1,0,0,0,175,App,49,50000,0,0,0,0
Test,1,1,1,1,1,0,13,App,29,25000,0,0,0,0
Test,0,0,0,0,0,0,21,App,42,50000,0,0,0,0
Test,1,1,1,1,1,1,141,App,42,75000,0,0,0,0
Control,1,1,1,0,0,0,46,Web,64,50000,0,0,0,0
Test,1,1,1,1,1,0,155,App,35,100000,0,0,0,0
Control,1,1,1,0,0,0,152,Web,66,75000,0,0,0,0
Control,1,1,1,0,0,0,31,App,33,75000,0,0,0,0
Control,1,1,0,0,0,0,105,App,30,50000,0,0,0,0
Test,1,1,0,0,0,0,20,App,63,50000,0,0,0,0
Control,0,0,0,0,0,0,139,Web,69,75000,0,0,0,0
Test,1,1,1,1,0,0,163,App,42,100000,0,0,0,1
Test,1,1,1,0,0,0,146,Web,46,75000,0,0,0,0
Control,1,1,0,0,0,0,43,App,31,125000,0,0,0,0
Test,1,1,1,1,1,0,89,App,64,100000,0,0,0,0
Control,0,0,0,0,0,0,173,App,57,125000,0,0,0,0
Test,1,1,1,1,0,0,123,Web,26,100000,0,0,0,1
Test,1,1,1,0,1,0,146,Web,18,25000,0,0,0,0
Test,1,1,0,0,0,0,102,App,66,75000,0,0,0,0
Control,1,1,1,0,0,0,49,Web,68,50000,0,6,0,0
Control,1,0,0,0,0,0,132,Web,34,75000,0,0,0,0
Test,1,1,1,1,0,0,140,App,30,50000,0,0,0,1
Test,1,1,1,1,0,0,35,Web,70,25000,0,0,0,1
Control,0,0,0,0,0,0,76,Web,42,25000,0,0,0,0
Control,1,1,1,0,0,0,32,Web,26,75000,0,0,0,0
Control,1,1,0,0,0,0,61,App,23,100000,0,0,0,0
Control,1,1,1,0,0,0,7,Web,63,25000,0,0,0,0
Test,1,1,1,0,1,0,76,Web,58,50000,0,0,0,0
Control,0,0,0,0,0,0,167,App,36,75000,0,0,0,0
Control,1,1,1,0,0,0,156,Web,68,125000,0,0,0,0
Test,0,0,0,0,0,0,63,Web,41,50000,0,0,0,0
Control,1,1,1,0,0,0,163,App,53,25000,0,0,0,0
Control,1,1,1,0,0,0,44,Web,27,50000,0,0,0,0
Control,0,0,0,0,0,0,27,Web,38,50000,1,0,0,0
Test,1,1,1,0,0,0,82,Web,28,25000,0,9,5,0
Test,1,1,0,0,0,0,71,Web,34,50000,0,0,0,0
Test,1,1,1,0,1,0,0,Web,30,50000,0,0,0,0
Test,1,1,1,1,1,0,134,Web,34,100000,0,0,0,0
Control,1,0,0,0,0,0,21,Web,70,100000,0,0,0,0
Test,1,1,1,1,1,0,107,Web,59,50000,0,3,8,0
Control,1,1,0,0,0,0,79,Web,62,75000,0,0,0,0
Test,0,0,0,0,0,0,40,App,24,50000,0,0,0,0
Control,1,1,0,0,0,0,177,App,36,75000,0,0,0,0
Test,0,0,0,0,0,0,132,App,36,25000,0,0,0,0
Test,1,1,1,0,0,0,56,App,55,75000,0,0,0,0
Test,1,0,0,0,1,0,81,Web,44,50000,0,0,0,0
Control,1,1,1,0,0,0,12,App,21,75000,0,0,0,0
Control,1,1,1,0,0,0,75,App,58,100000,0,0,0,0
Test,1,1,1,1,0,0,62,App,59,75000,0,10,4,1
Test,1,1,1,1,0,0,103,App,44,25000,0,0,0,1
Control,1,1,0,0,0,0,164,App,46,50000,1,0,0,0
Control,1,1,1,0,0,0,59,Web,21,50000,0,0,0,0
Test,1,1,0,0,0,0,37,Web,57,75000,0,0,0,0
Test,1,1,1,0,0,0,174,App,54,50000,0,5,1,0
Test,1,1,1,1,1,0,29,Web,70,75000,0,0,0,0
Test,1,0,0,0,0,0,46,Web,31,50000,0,0,0,0
Test,1,0,0,0,0,0,130,App,43,50000,0,0,0,0
Control,1,0,0,0,0,0,78,Web,47,100000,0,0,0,0
Control,1,1,1,0,0,0,55,Web,53,50000,0,0,0,0
Test,1,0,0,0,1,0,78,Web,48,50000,0,0,0,0
Control,1,1,0,0,0,0,150,App,46,50000,0,0,0,0
Control,1,1,0,0,0,0,170,Web,43,100000,0,0,0,0
Control,1,1,1,0,0,0,95,App,36,50000,0,0,0,0
Control,1,1,1,0,0,0,57,App,45,50000,0,0,0,0
Control,1,1,1,0,0,0,77,Web,20,100000,0,0,0,0
Control,0,0,0,0,0,0,180,Web,36,75000,0,0,0,0
Control,1,0,0,0,0,0,51,App,43,50000,0,0,0,0
Test,1,0,0,0,1,0,130,App,27,50000,0,0,0,0
Test,1,1,0,0,0,0,98,App,20,100000,1,5,6,0
Control,1,1,0,0,0,0,49,App,55,75000,0,0,0,0
Control,1,1,0,0,0,0,72,Web,46,75000,0,0,0,0
Test,0,0,0,0,0,0,66,Web,22,75000,0,0,0,0
Control,1,0,0,0,0,0,132,Web,69,75000,0,0,0,0
Test,1,1,1,1,0,0,46,App,49,100000,0,0,0,1
Test,1,1,0,0,0,0,90,App,44,100000,0,7,1,0
Control,1,1,1,0,0,0,37,App,65,125000,0,0,0,0
Control,1,1,0,0,0,0,10,Web,40,100000,0,0,0,0
Control,1,1,0,0,0,0,76,Web,70,50000,0,0,0,0
Test,1,1,1,0,0,0,113,Web,48,100000,0,0,0,0
Control,1,1,1,0,0,0,96,Web,30,25000,0,0,0,0
Control,1,1,1,0,0,0,103,Web,36,75000,0,0,0,0
Test,1,0,0,0,1,0,133,Web,62,50000,0,5,3,0
Test,1,1,1,1,0,0,159,Web,43,25000,0,0,0,1
Test,1,1,1,1,0,0,111,Web,18,50000,0,0,0,1
Control,1,1,1,0,0,0,59,Web,58,50000,1,0,0,0
Control,1,1,0,0,0,0,51,App,70,100000,0,0,0,0
Control,1,1,0,0,0,0,159,Web,45,125000,0,0,0,0
Control,1,1,1,0,0,0,78,Web,64,75000,0,12,0,0
Control,1,1,1,0,0,0,127,App,69,25000,0,0,0,0
Test,1,1,1,0,0,0,43,App,41,50000,0,0,0,0
Test,1,1,1,1,0,0,99,App,26,50000,0,0,0,1
Test,1,1,0,0,1,0,95,Web,20,50000,0,0,0,0
Test,0,0,0,0,0,0,56,App,18,125000,0,0,0,0
Control,1,1,1,0,0,0,164,Web,43,75000,0,5,3,0
Test,0,0,0,0,0,0,95,Web,46,100000,0,0,0,0
Test,1,1,1,1,0,0,146,Web,43,100000,0,0,0,1
Test,0,0,0,0,0,0,92,Web,30,100000,0,6,5,0
Control,1,1,1,0,0,0,163,Web,54,25000,1,0,0,0
Control,1,1,1,0,0,0,0,Web,25,125000,0,0,0,0
Control,1,1,0,0,0,0,57,App,45,25000,0,0,0,0
Control,1,1,1,0,0,0,10,Web,33,50000,0,0,0,0
Control,0,0,0,0,0,0,100,Web,55,75000,0,0,0,0
Test,1,1,0,0,0,0,153,App,46,50000,0,6,4,0
Test,0,0,0,0,0,0,84,Web,25,50000,0,0,0,0
Test,1,1,0,0,0,0,144,Web,54,25000,0,0,0,0
Test,0,0,0,0,0,0,107,App,18,50000,0,0,0,0
Control,0,0,0,0,0,0,28,App,37,50000,0,0,0,0
Test,1,1,1,1,0,0,16,App,22,50000,0,0,0,1
Control,1,1,1,0,0,0,157,App,50,75000,0,0,0,0
Test,1,1,1,0,0,0,110,App,56,100000,0,0,0,0
Test,1,1,0,0,0,0,135,App,53,75000,0,0,0,0
Control,1,1,1,0,0,0,43,Web,31,50000,0,0,0,0
Test,0,0,0,0,0,0,86,App,66,75000,0,0,0,0
Test,1,1,0,0,0,0,62,App,65,50000,0,0,0,0
Test,1,1,0,0,0,0,165,App,60,25000,0,0,0,0
Test,0,0,0,0,0,0,25,App,65,50000,0,0,0,0
Control,1,1,0,0,0,0,94,Web,28,50000,0,0,0,0
Control,1,1,1,0,0,0,61,App,34,50000,0,0,0,0
Test,1,1,1,0,0,0,54,App,61,50000,0,3,5,0
Control,0,0,0,0,0,0,120,Web,38,100000,0,0,0,0
Control,0,0,0,0,0,0,127,Web,55,25000,0,0,0,0
Test,1,1,1,1,1,0,12,Web,39,125000,1,0,0,0
Test,1,1,0,0,0,0,165,App,68,50000,0,7,4,0
Control,1,1,1,0,0,0,99,Web,40,25000,0,0,0,0
Control,0,0,0,0,0,0,85,Web,43,50000,0,0,0,0
Test,1,1,1,0,0,0,152,App,32,75000,0,0,0,0
Test,1,1,0,0,0,0,97,App,37,75000,0,0,0,0
Test,1,0,0,0,0,0,161,Web,62,25000,0,0,0,0
Test,1,1,0,0,0,0,45,Web,66,75000,0,0,0,0
Test,1,1,0,0,0,0,47,App,33,50000,0,0,0,0
Control,1,1,1,0,0,0,87,App,49,100000,0,0,0,0
Control,1,1,1,0,0,0,156,Web,28,50000,0,0,0,0
Control,1,1,0,0,0,0,11,App,69,75000,0,4,3,0
Test,1,1,1,1,0,0,173,Web,41,25000,0,0,0,1
Test,1,1,1,0,0,0,65,Web,48,125000,0,0,0,0
Test,1,0,0,0,0,0,144,Web,55,25000,1,7,3,0
Control,1,1,1,0,0,0,96,Web,50,50000,0,0,0,0
Test,1,0,0,0,0,0,144,App,33,50000,0,0,0,0
Test,0,0,0,0,0,0,123,App,61,75000,0,0,0,0
Test,1,1,1,0,0,0,148,Web,27,25000,0,0,0,0
Control,1,1,1,0,0,0,13,Web,42,25000,0,6,2,0
Control,0,0,0,0,0,0,24,Web,36,75000,0,0,0,0
Test,1,1,1,1,0,1,109,Web,38,75000,0,0,0,1
Control,1,1,0,0,0,0,139,Web,30,75000,0,0,0,0
Control,0,0,0,0,0,0,119,App,37,100000,0,0,0,0
Test,0,0,0,0,1,0,21,Web,36,50000,0,4,5,0
Test,1,0,0,0,0,0,168,Web,18,75000,0,2,2,0
Control,1,1,1,0,0,0,139,App,34,75000,0,0,0,0
Test,1,1,1,1,1,0,95,Web,40,75000,0,0,0,0
Control,0,0,0,0,0,0,73,App,23,50000,0,0,0,0
Test,0,0,0,0,0,0,75,App,68,75000,0,0,0,0
Test,0,0,0,0,0,0,179,App,19,125000,0,0,0,0
Test,1,1,0,0,0,0,156,App,22,50000,0,0,0,0
Control,0,0,0,0,0,0,121,Web,53,50000,0,0,0,0
Control,1,1,1,0,0,0,147,Web,23,50000,0,0,0,0
Test,0,0,0,0,1,0,32,Web,52,75000,0,0,0,0
Test,1,1,1,0,0,0,161,Web,18,75000,0,0,0,0
Test,1,1,1,1,0,0,32,Web,63,50000,0,0,0,1
Control,1,1,1,0,0,0,26,Web,70,100000,0,0,0,0
Control,1,1,1,0,0,0,138,App,55,50000,0,0,0,0
Test,1,0,0,0,1,0,166,App,28,100000,0,0,0,0
Control,0,0,0,0,0,0,90,App,65,75000,0,0,0,0
Control,0,0,0,0,0,0,63,App,41,75000,0,0,0,0
Test,1,1,1,1,0,0,106,Web,33,75000,0,0,0,1
Control,1,1,1,0,0,0,68,App,28,25000,0,0,0,0
Test,1,1,0,0,0,0,59,App,31,75000,1,0,0,0
Control,1,1,0,0,0,0,96,Web,59,75000,0,0,0,0
Test,1,1,1,1,0,0,164,App,52,25000,0,0,0,1
Control,1,1,1,0,0,0,130,App,50,125000,0,0,0,0
Control,0,0,0,0,0,0,84,Web,56,125000,0,0,0,0
Control,1,1,0,0,0,0,145,App,30,50000,0,0,0,0
Test,1,1,1,1,1,0,89,Web,29,100000,0,0,0,0
Control,0,0,0,0,0,0,179,App,26,50000,0,0,0,0
Control,1,1,1,0,0,0,15,Web,50,75000,0,0,0,0
Control,0,0,0,0,0,0,128,App,69,25000,0,0,0,0
Test,0,0,0,0,0,0,107,Web,19,25000,0,0,0,0
Control,1,1,1,0,0,0,46,Web,40,50000,0,0,0,0
Control,1,1,1,0,0,0,69,Web,29,25000,0,0,0,0
Control,1,1,1,0,0,0,177,App,59,50000,0,0,0,0
Test,1,1,1,1,0,0,14,App,40,125000,0,0,0,1
Test,1,1,1,1,0,0,154,Web,36,50000,0,0,0,1
Test,1,1,1,1,0,0,164,App,60,50000,0,6,5,1
Test,1,1,1,1,0,0,21,Web,38,50000,0,0,0,1
Test,1,0,0,0,0,0,59,Web,28,75000,0,0,0,0
Control,1,1,1,0,0,0,117,App,46,75000,0,0,0,0
Control,1,1,0,0,0,0,84,Web,61,50000,0,0,0,0
Test,1,1,0,0,0,0,116,App,20,125000,0,0,0,0
Control,1,1,1,0,0,0,59,App,46,50000,0,0,0,0
Control,1,1,0,0,0,0,161,App,31,25000,0,0,0,0
Control,1,1,0,0,0,0,88,Web,65,50000,0,0,0,0
Control,1,1,1,0,0,0,148,App,68,50000,0,0,0,0
Control,1,1,1,0,0,0,17,App,40,50000,0,0,0,0
Test,1,1,0,0,0,0,120,Web,20,25000,0,0,0,0
Control,1,1,1,0,0,0,117,App,40,50000,1,0,0,0
Test,1,1,0,0,1,0,14,App,66,50000,0,0,0,0
Control,1,1,0,0,0,0,11,Web,66,100000,0,0,0,0
Control,1,1,0,0,0,0,152,App,65,75000,0,0,0,0
Test,1,1,1,1,1,1,87,App,69,75000,0,0,0,0
Control,1,1,1,0,0,0,53,Web,63,50000,0,0,0,0
Test,1,1,0,0,0,0,139,Web,20,125000,0,0,0,0
Test,1,1,1,1,1,0,37,App,43,50000,0,0,0,0
Test,1,1,0,0,0,0,50,Web,57,75000,0,0,0,0
Control,1,1,1,0,0,0,8,App,39,100000,0,0,0,0
Test,1,1,1,0,0,0,108,Web,58,75000,0,0,0,0
Control,1,1,1,0,0,0,87,Web,57,50000,0,0,0,0
Control,1,1,1,0,0,0,99,Web,50,75000,0,0,0,0
Control,1,1,0,0,0,0,76,App,41,50000,0,0,0,0
Control,1,0,0,0,0,0,84,App,38,75000,0,7,1,0
Control,1,0,0,0,0,0,89,Web,27,50000,0,0,0,0
Test,1,1,0,0,0,0,131,Web,31,75000,0,0,0,0
Test,1,1,1,0,0,0,129,Web,60,50000,0,0,0,0
Control,0,0,0,0,0,0,75,Web,65,100000,0,0,0,0
Control,1,1,1,0,0,0,158,Web,66,100000,0,0,0,0
Test,1,1,0,0,0,0,159,App,47,75000,0,0,0,0
Control,1,1,0,0,0,0,5,Web,37,50000,0,0,0,0
Test,0,0,0,0,0,0,123,App,40,75000,0,0,0,0
Control,1,1,1,0,0,0,165,App,34,75000,0,0,0,0
Control,1,1,0,0,0,0,97,App,57,125000,0,0,0,0
Control,1,1,1,0,0,0,56,App,44,50000,0,0,0,0
Control,1,1,0,0,0,0,96,Web,35,125000,0,0,0,0
Control,1,1,0,0,0,0,21,Web,27,75000,0,0,0,0
Control,1,1,1,0,0,0,85,Web,64,75000,0,0,0,0
Control,0,0,0,0,0,0,153,Web,37,50000,0,0,0,0
Test,0,0,0,0,1,0,0,App,47,50000,0,6,1,0
Test,1,1,1,1,1,1,12,App,70,50000,0,3,3,0
Control,1,1,1,0,0,0,152,App,38,100000,0,0,0,0
Test,1,1,1,1,1,1,67,Web,58,75000,0,0,0,0
Test,1,1,1,1,0,0,29,Web,39,25000,0,0,0,1
Control,0,0,0,0,0,0,78,Web,43,25000,0,0,0,0
Control,0,0,0,0,0,0,25,Web,40,75000,1,0,0,0
Test,1,1,1,1,1,0,108,App,60,75000,0,0,0,0
Test,0,0,0,0,0,0,84,App,40,75000,0,0,0,0
Control,1,1,0,0,0,0,29,Web,32,50000,0,0,0,0
Control,1,1,1,0,0,0,158,Web,66,125000,1,0,0,0
Control,1,1,1,0,0,0,88,App,50,75000,0,0,0,0
Test,1,1,1,0,0,0,5,App,66,50000,0,0,0,0
Control,1,0,0,0,0,0,42,Web,42,50000,0,0,0,0
Control,1,1,1,0,0,0,122,App,42,25000,0,0,0,0
Control,1,1,0,0,0,0,66,App,57,100000,0,2,3,0
Test,1,1,1,1,1,0,59,Web,34,50000,0,0,0,0
Test,1,1,0,0,0,0,85,App,48,25000,0,0,0,0
Control,1,1,0,0,0,0,57,Web,35,50000,0,0,0,0
Control,0,0,0,0,0,0,123,Web,69,50000,0,0,0,0
Control,1,1,1,0,0,0,123,App,66,50000,0,0,0,0
Control,1,1,1,0,0,0,137,App,64,50000,0,0,0,0
Control,1,1,0,0,0,0,165,App,40,100000,0,5,3,0
Test,1,0,0,0,1,0,153,App,19,25000,0,0,0,0
Control,1,1,1,0,0,0,30,Web,51,50000,0,0,0,0
Control,1,1,1,0,0,0,135,App,47,50000,0,0,0,0
Control,1,1,1,0,0,0,140,App,59,75000,0,0,0,0
Control,0,0,0,0,0,0,112,Web,50,25000,0,0,0,0
Test,1,1,0,0,1,0,3,App,60,75000,0,8,4,0
Test,1,0,0,0,0,0,93,App,37,100000,0,0,0,0
Test,1,1,0,0,0,0,152,App,33,50000,0,6,1,0
Control,0,0,0,0,0,0,23,Web,36,125000,0,0,0,0
Control,1,0,0,0,0,0,99,Web,47,75000,0,5,1,0
Test,0,0,0,0,0,0,86,Web,40,75000,0,0,0,0
Test,1,1,1,1,0,0,80,App,31,50000,0,0,0,1
Control,0,0,0,0,0,0,82,Web,28,75000,0,0,0,0
Test,1,1,1,1,0,0,59,App,64,50000,0,0,0,1
Test,1,1,0,0,0,0,141,Web,30,25000,0,0,0,0
Control,1,1,1,0,0,0,163,App,28,50000,0,0,0,0
Test,1,1,1,1,0,0,97,Web,55,75000,0,3,6,1
Control,1,1,1,0,0,0,35,App,63,100000,0,0,0,0
Test,1,0,0,0,1,0,115,Web,28,75000,0,0,0,0
